timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn,behavior_type
2025-01-15T21:54:06+00:00,192.0.2.177,198.51.100.212,15327,8333,synthetic_tx_00001485,"[""synthetic_wallet_002427""]","[""synthetic_wallet_001216""]",[1.06009087],[1.05912636],0.00096449,P2WPKH,NL,64518,NORMAL
2025-01-16T05:52:17+00:00,203.0.113.166,198.51.100.27,23583,80,synthetic_tx_00001486,"[""synthetic_wallet_002174""]","[""synthetic_wallet_001031"",""synthetic_wallet_001153""]",[0.20840068],"[0.10414855,0.10414856]",0.00010355,P2TR,DE,64515,EXCHANGE_LIKE
2025-01-17T03:12:44+00:00,198.51.100.73,192.0.2.50,60955,8333,synthetic_tx_00001487,"[""synthetic_wallet_001827""]","[""synthetic_wallet_000050""]",[0.83007522],[0.82891583],0.00115937,P2PKH,NL,64518,NORMAL
2025-01-18T13:02:18+00:00,203.0.113.49,198.51.100.94,33772,8333,synthetic_tx_00001488,"[""synthetic_wallet_001307""]","[""synthetic_wallet_001848""]",[1.86837199],[1.8676461],0.00072587,P2TR,BR,64518,NORMAL
2025-01-19T21:22:49+00:00,192.0.2.30,192.0.2.186,27876,8333,synthetic_tx_00001489,"[""synthetic_wallet_000780""]","[""synthetic_wallet_000936""]",[0.4678547],[0.46681529],0.00103939,P2TR,ZA,64521,NORMAL
2025-01-20T16:54:28+00:00,192.0.2.152,198.51.100.147,50212,8333,synthetic_tx_00001490,"[""synthetic_wallet_001652""]","[""synthetic_wallet_001901""]",[1.1578322],[1.15761048],0.0002217,P2PKH,CA,64513,NORMAL
2025-01-21T23:01:02+00:00,203.0.113.40,192.0.2.64,29491,18444,synthetic_tx_00001491,"[""synthetic_wallet_001298""]","[""synthetic_wallet_001564""]",[0.41599062],[0.41543569],0.00055491,P2SH_P2WPKH,DE,64519,LAYERING_LIKE
2025-01-22T03:27:11+00:00,192.0.2.4,192.0.2.140,18777,8333,synthetic_tx_00001492,"[""synthetic_wallet_000754""]","[""synthetic_wallet_000890""]",[0.09015395],[0.08944022],0.00071371,P2PKH,AU,64515,NORMAL
2025-01-23T20:00:01+00:00,203.0.113.141,198.51.100.241,40792,8333,synthetic_tx_00001493,"[""synthetic_wallet_000649""]","[""synthetic_wallet_001245""]",[0.73029051],[0.72999747],0.00029302,P2TR,US,64520,NORMAL
2025-01-24T02:10:32+00:00,203.0.113.147,198.51.100.244,63476,8333,synthetic_tx_00001494,"[""synthetic_wallet_000655""]","[""synthetic_wallet_001998""]",[0.91575505],[0.91558707],0.00016796,P2TR,FR,64516,NORMAL
2025-01-25T18:53:15+00:00,203.0.113.72,192.0.2.215,28309,8333,synthetic_tx_00001495,"[""synthetic_wallet_000580""]","[""synthetic_wallet_000965""]",[2.36117807],[2.35997065],0.0012074,P2WPKH,SG,64521,NORMAL
2025-01-26T04:42:44+00:00,203.0.113.129,203.0.113.15,25492,80,synthetic_tx_00001496,"[""synthetic_wallet_001387""]","[""synthetic_wallet_001273"",""synthetic_wallet_001759"",""synthetic_wallet_000500"",""synthetic_wallet_002455""]",[1.34760997],"[0.33677293,0.33677293,0.33677293,0.33677293]",0.00051823,P2WPKH,FR,64518,EXCHANGE_LIKE
2025-01-27T00:38:41+00:00,198.51.100.186,198.51.100.5,14750,18444,synthetic_tx_00001497,"[""synthetic_wallet_001940""]","[""synthetic_wallet_000259""]",[1.14534161],[1.14471026],0.00063133,P2SH_P2WPKH,CA,64521,NORMAL
2025-01-28T21:00:57+00:00,203.0.113.23,198.51.100.198,60128,8333,synthetic_tx_00001498,"[""synthetic_wallet_001281""]","[""synthetic_wallet_001952"",""synthetic_wallet_001150"",""synthetic_wallet_002275"",""synthetic_wallet_001397""]",[1.99485414],"[0.4984509,0.4984509,0.4984509,0.49845091]",0.00105051,P2WPKH,JP,64512,MIXING_LIKE
2025-01-19T10:04:58+00:00,192.0.2.147,192.0.2.189,17348,8333,synthetic_tx_00001499,"[""synthetic_wallet_000147""]","[""synthetic_wallet_000939""]",[10.98849874],[10.98727687],0.00122185,P2TR,NL,64518,RAPID_TRANSFER
2025-01-30T02:57:37+00:00,203.0.113.26,198.51.100.138,60034,18444,synthetic_tx_00001500,"[""synthetic_wallet_001284""]","[""synthetic_wallet_000392"",""synthetic_wallet_001575"",""synthetic_wallet_000608"",""synthetic_wallet_001319""]",[1.34662712],"[0.33648192,0.33648192,0.33648192,0.33648193]",0.00069941,P2WPKH,ZA,64515,MIXING_LIKE
2025-01-31T10:03:23+00:00,192.0.2.96,192.0.2.42,51995,8333,synthetic_tx_00001501,"[""synthetic_wallet_001596""]","[""synthetic_wallet_000792""]",[1.79417367],[1.79362161],0.00055204,P2SH_P2WPKH,ZA,64517,NORMAL
2025-02-01T12:58:03+00:00,192.0.2.13,203.0.113.84,10600,443,synthetic_tx_00001502,"[""synthetic_wallet_000013""]","[""synthetic_wallet_001342""]",[2.07085011],[2.07012109],0.000729,P2TR,US,64514,NORMAL
2025-01-04T10:05:02+00:00,192.0.2.155,192.0.2.71,59008,8333,synthetic_tx_00001503,"[""synthetic_wallet_000155""]","[""synthetic_wallet_000821"",""synthetic_wallet_000772"",""synthetic_wallet_002449"",""synthetic_wallet_002480""]",[5.35637137],"[1.33906777,1.33906777,1.33906777,1.3390678]",0.00010024,P2WPKH,BR,64516,HIGH_NETWORK_DIVERSITY
2025-02-03T00:23:50+00:00,192.0.2.41,192.0.2.234,20429,8333,synthetic_tx_00001504,"[""synthetic_wallet_001541""]","[""synthetic_wallet_001734""]",[0.78053368],[0.78021934],0.00031432,P2TR,IN,64512,NORMAL
2025-02-04T16:15:47+00:00,198.51.100.151,203.0.113.97,39942,8333,synthetic_tx_00001505,"[""synthetic_wallet_001905""]","[""synthetic_wallet_000605""]",[1.58343018],[1.58259282],0.00083734,P2WPKH,JP,64516,NORMAL
2025-01-01T10:02:49+00:00,198.51.100.117,198.51.100.115,19686,8333,synthetic_tx_00001506,"[""synthetic_wallet_001121""]","[""synthetic_wallet_001869""]",[0.53456269],[0.53364892],0.00091375,P2SH_P2WPKH,IN,64512,NORMAL
2025-01-02T01:54:31+00:00,192.0.2.70,203.0.113.1,25195,8333,synthetic_tx_00001507,"[""synthetic_wallet_000070""]","[""synthetic_wallet_000509""]",[2.17595736],[2.175124],0.00083334,P2TR,AU,64521,NORMAL
2025-01-03T14:24:03+00:00,198.51.100.25,203.0.113.69,50866,8333,synthetic_tx_00001508,"[""synthetic_wallet_001779""]","[""synthetic_wallet_001327""]",[0.48609616],[0.48517265],0.00092349,P2WPKH,NL,64520,NORMAL
2025-01-04T18:37:50+00:00,192.0.2.79,192.0.2.162,9666,8333,synthetic_tx_00001509,"[""synthetic_wallet_002329""]","[""synthetic_wallet_000162""]",[0.186855],[0.18577625],0.00107873,P2PKH,US,64520,NORMAL
2025-01-05T05:56:54+00:00,198.51.100.165,203.0.113.135,50481,8333,synthetic_tx_00001510,"[""synthetic_wallet_000419""]","[""synthetic_wallet_002143""]",[2.35330083],[2.35294064],0.00036017,P2WPKH,BR,64520,NORMAL
2025-01-06T02:31:59+00:00,192.0.2.191,203.0.113.150,35409,8333,synthetic_tx_00001511,"[""synthetic_wallet_001691""]","[""synthetic_wallet_001408""]",[1.25651647],[1.25569423],0.00082222,P2TR,BR,64512,NORMAL
2025-01-07T05:47:28+00:00,203.0.113.238,192.0.2.99,18112,8333,synthetic_tx_00001512,"[""synthetic_wallet_002246""]","[""synthetic_wallet_000849"",""synthetic_wallet_001838""]",[0.33236041],"[0.16549618,0.16549619]",0.00136802,P2PKH,DE,64517,EXCHANGE_LIKE
2025-01-08T17:25:43+00:00,192.0.2.35,192.0.2.215,16271,80,synthetic_tx_00001513,"[""synthetic_wallet_002285""]","[""synthetic_wallet_000215"",""synthetic_wallet_000924""]",[0.15386734],"[0.0767655,0.07676551]",0.00033631,P2WPKH,IN,64516,EXCHANGE_LIKE
2025-01-09T18:34:39+00:00,192.0.2.122,192.0.2.79,44909,8333,synthetic_tx_00001514,"[""synthetic_wallet_001622""]","[""synthetic_wallet_000079""]",[1.92556486],[1.92482142],0.00074342,P2TR,DE,64513,NORMAL
2025-01-10T21:28:09+00:00,192.0.2.165,192.0.2.71,33232,8333,synthetic_tx_00001515,"[""synthetic_wallet_000165""]","[""synthetic_wallet_000821""]",[0.13821369],[0.13786171],0.00035196,P2PKH,JP,64516,NORMAL
2025-01-11T05:58:39+00:00,192.0.2.8,203.0.113.79,1505,18444,synthetic_tx_00001516,"[""synthetic_wallet_001508""]","[""synthetic_wallet_002087""]",[1.02309465],[1.02285777],0.00023686,P2WPKH,CA,64519,NORMAL
2025-01-12T14:08:30+00:00,192.0.2.34,203.0.113.86,40844,8333,synthetic_tx_00001517,"[""synthetic_wallet_001534""]","[""synthetic_wallet_002094""]",[0.44166514],[0.44135476],0.00031036,P2SH_P2WPKH,AU,64515,NORMAL
2025-01-13T04:20:19+00:00,198.51.100.63,192.0.2.110,30223,8333,synthetic_tx_00001518,"[""synthetic_wallet_001067""]","[""synthetic_wallet_001610""]",[1.64363346],[1.64295048],0.00068296,P2TR,BR,64518,NORMAL
2025-01-14T14:06:24+00:00,198.51.100.208,192.0.2.171,58317,8333,synthetic_tx_00001519,"[""synthetic_wallet_000462""]","[""synthetic_wallet_000171""]",[2.02135775],[2.02024094],0.00111679,P2WPKH,GB,64513,NORMAL
2025-01-15T11:02:43+00:00,192.0.2.128,192.0.2.181,42057,8333,synthetic_tx_00001520,"[""synthetic_wallet_000878""]","[""synthetic_wallet_002431""]",[0.93429889],[0.93420786],9.101e-05,P2WPKH,DE,64519,LAYERING_LIKE
2025-01-16T00:27:00+00:00,192.0.2.98,203.0.113.13,22908,8333,synthetic_tx_00001521,"[""synthetic_wallet_000098""]","[""synthetic_wallet_001271""]",[0.58023771],[0.57995812],0.00027957,P2TR,DE,64519,NORMAL
2025-01-17T17:28:57+00:00,198.51.100.122,192.0.2.217,44738,80,synthetic_tx_00001522,"[""synthetic_wallet_001876""]","[""synthetic_wallet_002467"",""synthetic_wallet_000677"",""synthetic_wallet_002015""]",[1.42403318],"[0.47453266,0.47453266,0.47453268]",0.00043516,P2PKH,SG,64517,EXCHANGE_LIKE
2025-01-18T22:32:49+00:00,192.0.2.2,192.0.2.129,18996,443,synthetic_tx_00001523,"[""synthetic_wallet_000002""]","[""synthetic_wallet_000129""]",[0.1725687],[0.17254197],2.671e-05,P2TR,DE,64513,NORMAL
2025-01-19T03:32:24+00:00,192.0.2.77,203.0.113.146,13527,18444,synthetic_tx_00001524,"[""synthetic_wallet_002327""]","[""synthetic_wallet_000654""]",[0.18116771],[0.18083688],0.00033081,P2WPKH,BR,64518,NORMAL
2025-01-20T10:49:49+00:00,192.0.2.211,192.0.2.92,20819,8333,synthetic_tx_00001525,"[""synthetic_wallet_001711""]","[""synthetic_wallet_000092""]",[1.93758703],[1.93623821],0.0013488,P2TR,FR,64512,NORMAL
2025-01-21T06:21:22+00:00,192.0.2.89,192.0.2.125,16412,8333,synthetic_tx_00001526,"[""synthetic_wallet_000839""]","[""synthetic_wallet_000125"",""synthetic_wallet_001953""]",[0.08514289],"[0.04250229,0.0425023]",0.00013828,P2WPKH,BR,64520,MIXING_LIKE
2025-01-22T02:18:14+00:00,192.0.2.57,198.51.100.211,5294,8333,synthetic_tx_00001527,"[""synthetic_wallet_002307""]","[""synthetic_wallet_001965""]",[1.84201336],[1.84177493],0.00023841,P2TR,NL,64518,NORMAL
2025-01-23T16:57:20+00:00,203.0.113.30,198.51.100.18,38822,18444,synthetic_tx_00001528,"[""synthetic_wallet_002038""]","[""synthetic_wallet_001772""]",[1.06043942],[1.05897977],0.00145963,P2PKH,AU,64519,NORMAL
2025-01-01T10:05:28+00:00,192.0.2.72,198.51.100.151,13349,8333,synthetic_tx_00001529,"[""synthetic_wallet_000072""]","[""synthetic_wallet_001155"",""synthetic_wallet_001964"",""synthetic_wallet_000832"",""synthetic_wallet_001096""]",[12.09880394],"[3.02433969,3.02433969,3.02433969,3.0243397]",0.00144515,P2TR,ZA,64513,HIGH_NETWORK_DIVERSITY
2025-01-19T10:05:29+00:00,192.0.2.167,192.0.2.182,63423,8333,synthetic_tx_00001530,"[""synthetic_wallet_000167""]","[""synthetic_wallet_000182""]",[15.04529504],[15.04463636],0.00065866,P2SH_P2WPKH,BR,64518,RAPID_TRANSFER
2025-01-26T13:22:22+00:00,192.0.2.194,203.0.113.235,11765,8333,synthetic_tx_00001531,"[""synthetic_wallet_000194""]","[""synthetic_wallet_001493"",""synthetic_wallet_000364"",""synthetic_wallet_002451""]",[1.16783083],"[0.38903894,0.38903894,0.38903894]",0.00071399,P2WPKH,DE,64515,EXCHANGE_LIKE
2025-01-27T14:49:06+00:00,203.0.113.207,203.0.113.56,31661,443,synthetic_tx_00001532,"[""synthetic_wallet_002215""]","[""synthetic_wallet_001314"",""synthetic_wallet_001421""]",[0.47620869],"[0.23780001,0.23780001]",0.00060865,P2SH_P2WPKH,FR,64516,EXCHANGE_LIKE
2025-01-18T10:05:32+00:00,192.0.2.193,203.0.113.19,6689,8333,synthetic_tx_00001533,"[""synthetic_wallet_000193""]","[""synthetic_wallet_002027""]",[7.37047272],[7.36903023],0.00144247,P2SH_P2WPKH,US,64514,RAPID_TRANSFER
2025-01-29T16:24:43+00:00,203.0.113.212,198.51.100.159,11790,443,synthetic_tx_00001534,"[""synthetic_wallet_001470""]","[""synthetic_wallet_001913""]",[1.89657312],[1.89527902],0.00129408,P2SH_P2WPKH,GB,64521,NORMAL
2025-01-30T20:53:15+00:00,203.0.113.205,203.0.113.146,14512,443,synthetic_tx_00001535,"[""synthetic_wallet_002213""]","[""synthetic_wallet_000654""]",[0.39182719],[0.39060095],0.00122622,P2PKH,IN,64514,NORMAL
2025-01-31T19:48:22+00:00,198.51.100.205,203.0.113.47,1288,8333,synthetic_tx_00001536,"[""synthetic_wallet_000459""]","[""synthetic_wallet_002055""]",[0.15284714],[0.15268244],0.00016468,P2SH_P2WPKH,NL,64520,LAYERING_LIKE
2025-02-01T19:58:06+00:00,203.0.113.114,198.51.100.225,54721,8333,synthetic_tx_00001537,"[""synthetic_wallet_001372""]","[""synthetic_wallet_000479"",""synthetic_wallet_001334"",""synthetic_wallet_001531""]",[2.34547376],"[0.78156143,0.78156143,0.78156143]",0.00078945,P2WPKH,SG,64513,EXCHANGE_LIKE
2025-01-08T10:05:37+00:00,192.0.2.177,198.51.100.183,55703,8333,synthetic_tx_00001538,"[""synthetic_wallet_000177""]","[""synthetic_wallet_000437""]",[11.54642478],[11.54573882],0.00068594,P2SH_P2WPKH,JP,64518,RAPID_TRANSFER
2025-02-03T02:37:44+00:00,203.0.113.59,203.0.113.21,50556,8333,synthetic_tx_00001539,"[""synthetic_wallet_002067""]","[""synthetic_wallet_002029"",""synthetic_wallet_000592""]",[1.75259661],"[0.87606491,0.87606491]",0.00046677,P2SH_P2WPKH,NL,64518,EXCHANGE_LIKE
2025-02-04T00:51:20+00:00,198.51.100.142,192.0.2.34,14595,8333,synthetic_tx_00001540,"[""synthetic_wallet_000396""]","[""synthetic_wallet_000784""]",[0.08973899],[0.08928825],0.00045072,P2PKH,ZA,64517,NORMAL
2025-01-01T15:21:41+00:00,198.51.100.100,198.51.100.234,1716,8333,synthetic_tx_00001541,"[""synthetic_wallet_001854""]","[""synthetic_wallet_000488""]",[2.36494279],[2.36394701],0.00099576,P2WPKH,GB,64515,NORMAL
2025-01-02T11:03:37+00:00,192.0.2.36,192.0.2.104,32379,8333,synthetic_tx_00001542,"[""synthetic_wallet_001536""]","[""synthetic_wallet_000854""]",[1.09988351],[1.09899485],0.00088864,P2PKH,ZA,64517,NORMAL
2025-01-03T09:18:45+00:00,192.0.2.130,203.0.113.53,26173,80,synthetic_tx_00001543,"[""synthetic_wallet_000130""]","[""synthetic_wallet_001311"",""synthetic_wallet_001441"",""synthetic_wallet_000128""]",[1.76654718],"[0.588418,0.588418,0.58841801]",0.00129315,P2TR,AU,64521,EXCHANGE_LIKE
2025-01-04T17:44:50+00:00,203.0.113.180,203.0.113.2,17549,8333,synthetic_tx_00001544,"[""synthetic_wallet_001438""]","[""synthetic_wallet_002010"",""synthetic_wallet_000112"",""synthetic_wallet_001558"",""synthetic_wallet_000159""]",[1.90967121],"[0.47738295,0.47738295,0.47738295,0.47738297]",0.00013937,P2PKH,AU,64519,EXCHANGE_LIKE
2025-01-05T13:49:47+00:00,198.51.100.132,198.51.100.110,65511,8333,synthetic_tx_00001545,"[""synthetic_wallet_000386""]","[""synthetic_wallet_001864""]",[1.88517794],[1.88480827],0.00036965,P2WPKH,DE,64517,NORMAL
2025-01-06T22:20:41+00:00,198.51.100.95,192.0.2.138,9437,8333,synthetic_tx_00001546,"[""synthetic_wallet_001849""]","[""synthetic_wallet_000888""]",[1.05598738],[1.05596202],2.534e-05,P2PKH,US,64520,NORMAL
2025-01-07T16:51:49+00:00,198.51.100.67,203.0.113.50,53538,18444,synthetic_tx_00001547,"[""synthetic_wallet_001821""]","[""synthetic_wallet_002058"",""synthetic_wallet_000743""]",[0.72311581],"[0.36113193,0.36113194]",0.00085192,P2PKH,JP,64512,MIXING_LIKE
2025-01-08T17:52:49+00:00,198.51.100.228,203.0.113.110,56962,8333,synthetic_tx_00001548,"[""synthetic_wallet_000482""]","[""synthetic_wallet_002118""]",[0.47610076],[0.47541767],0.00068307,P2WPKH,DE,64513,NORMAL
2025-01-09T05:38:09+00:00,192.0.2.248,198.51.100.196,32621,8333,synthetic_tx_00001549,"[""synthetic_wallet_001748""]","[""synthetic_wallet_000450""]",[2.42298369],[2.42285921],0.00012446,P2PKH,CA,64519,NORMAL
2025-01-10T01:35:50+00:00,203.0.113.216,192.0.2.45,57749,8333,synthetic_tx_00001550,"[""synthetic_wallet_000724""]","[""synthetic_wallet_001545""]",[0.79057774],[0.79023482],0.0003429,P2TR,SG,64515,NORMAL
2025-01-11T03:41:48+00:00,198.51.100.68,198.51.100.222,65170,18444,synthetic_tx_00001551,"[""synthetic_wallet_001822""]","[""synthetic_wallet_000476""]",[0.45286153],[0.45265483],0.00020668,P2PKH,AU,64513,NORMAL
2025-01-12T00:44:51+00:00,192.0.2.2,198.51.100.9,25160,8333,synthetic_tx_00001552,"[""synthetic_wallet_001502""]","[""synthetic_wallet_001763""]",[1.78560158],[1.784254],0.00134756,P2PKH,DE,64513,NORMAL
2025-01-13T15:53:05+00:00,192.0.2.138,198.51.100.140,5295,8333,synthetic_tx_00001553,"[""synthetic_wallet_000138""]","[""synthetic_wallet_001144""]",[1.41533982],[1.41470064],0.00063916,P2WPKH,GB,64519,NORMAL
2025-01-14T05:00:25+00:00,203.0.113.70,192.0.2.247,38407,8333,synthetic_tx_00001554,"[""synthetic_wallet_002078""]","[""synthetic_wallet_000997""]",[0.34647665],[0.34622526],0.00025137,P2SH_P2WPKH,DE,64519,NORMAL
2025-01-15T20:17:35+00:00,203.0.113.229,192.0.2.30,52797,8333,synthetic_tx_00001555,"[""synthetic_wallet_002237""]","[""synthetic_wallet_001530""]",[0.69436637],[0.69425679],0.00010956,P2TR,IN,64518,NORMAL
2025-01-16T07:22:15+00:00,192.0.2.163,192.0.2.203,46995,8333,synthetic_tx_00001556,"[""synthetic_wallet_000163""]","[""synthetic_wallet_000953""]",[0.41109872],[0.41089021],0.00020849,P2WPKH,FR,64514,NORMAL
2025-01-17T19:05:55+00:00,192.0.2.50,198.51.100.209,1604,8333,synthetic_tx_00001557,"[""synthetic_wallet_000050""]","[""synthetic_wallet_000463""]",[1.68148242],[1.6805999],0.0008825,P2SH_P2WPKH,DE,64521,NORMAL
2025-01-18T07:46:31+00:00,192.0.2.249,198.51.100.215,32398,8333,synthetic_tx_00001558,"[""synthetic_wallet_000999""]","[""synthetic_wallet_001969""]",[0.51223418],[0.51151677],0.00071739,P2SH_P2WPKH,NL,64520,NORMAL
2025-01-19T05:19:11+00:00,203.0.113.210,198.51.100.37,10553,80,synthetic_tx_00001559,"[""synthetic_wallet_002218""]","[""synthetic_wallet_000291""]",[1.68435175],[1.68306354],0.00128819,P2TR,AU,64519,NORMAL
2025-01-20T05:59:51+00:00,198.51.100.44,192.0.2.70,56059,8333,synthetic_tx_00001560,"[""synthetic_wallet_000298""]","[""synthetic_wallet_002320""]",[0.65531616],[0.65418355],0.00113259,P2SH_P2WPKH,AU,64519,NORMAL
2025-01-21T15:43:26+00:00,192.0.2.165,192.0.2.245,26886,8333,synthetic_tx_00001561,"[""synthetic_wallet_001665""]","[""synthetic_wallet_000245""]",[0.15512682],[0.15463927],0.00048753,P2WPKH,JP,64516,LAYERING_LIKE
2025-01-22T04:38:08+00:00,192.0.2.234,192.0.2.171,34417,18444,synthetic_tx_00001562,"[""synthetic_wallet_002484""]","[""synthetic_wallet_000921""]",[1.22444621],[1.2230216],0.00142459,P2SH_P2WPKH,ZA,64515,NORMAL
2025-01-23T18:06:00+00:00,203.0.113.128,198.51.100.175,3049,8333,synthetic_tx_00001563,"[""synthetic_wallet_002136""]","[""synthetic_wallet_001179""]",[1.94409297],[1.94343817],0.00065478,P2PKH,ZA,64517,NORMAL
2025-01-24T10:13:29+00:00,203.0.113.89,192.0.2.164,61127,8333,synthetic_tx_00001564,"[""synthetic_wallet_000597""]","[""synthetic_wallet_000164"",""synthetic_wallet_001515"",""synthetic_wallet_001138"",""synthetic_wallet_001612""]",[1.18804238],"[0.29670755,0.29670755,0.29670755,0.29670756]",0.00121215,P2WPKH,JP,64518,EXCHANGE_LIKE
2025-01-25T22:02:05+00:00,198.51.100.171,198.51.100.245,10019,8333,synthetic_tx_00001565,"[""synthetic_wallet_001925""]","[""synthetic_wallet_001999"",""synthetic_wallet_001582"",""synthetic_wallet_002416"",""synthetic_wallet_002296""]",[1.51838761],"[0.37930168,0.37930168,0.37930168,0.37930168]",0.00118087,P2PKH,IN,64516,MIXING_LIKE
2025-01-26T09:52:33+00:00,203.0.113.145,203.0.113.111,15955,8333,synthetic_tx_00001566,"[""synthetic_wallet_001403""]","[""synthetic_wallet_002119"",""synthetic_wallet_000258"",""synthetic_wallet_001031"",""synthetic_wallet_001099""]",[2.19314122],"[0.54806137,0.54806137,0.54806137,0.54806138]",0.00089571,P2WPKH,BR,64514,EXCHANGE_LIKE
2025-01-27T06:59:05+00:00,192.0.2.69,203.0.113.170,27994,8333,synthetic_tx_00001567,"[""synthetic_wallet_002319""]","[""synthetic_wallet_001428"",""synthetic_wallet_001255""]",[2.07305127],"[1.03613496,1.03613496]",0.00078133,P2TR,NL,64520,MIXING_LIKE
2025-01-28T19:45:42+00:00,192.0.2.22,203.0.113.63,31346,8333,synthetic_tx_00001568,"[""synthetic_wallet_000772""]","[""synthetic_wallet_000571"",""synthetic_wallet_001210"",""synthetic_wallet_000780"",""synthetic_wallet_001482""]",[1.40461282],"[0.35107453,0.35107453,0.35107453,0.35107456]",0.00031465,P2SH_P2WPKH,SG,64513,EXCHANGE_LIKE
2025-01-29T07:29:25+00:00,198.51.100.190,198.51.100.8,23134,8333,synthetic_tx_00001569,"[""synthetic_wallet_001194""]","[""synthetic_wallet_001012""]",[1.51542155],[1.5144677],0.00095383,P2TR,GB,64515,NORMAL
2025-01-30T09:51:26+00:00,192.0.2.105,198.51.100.231,23397,8333,synthetic_tx_00001570,"[""synthetic_wallet_001605""]","[""synthetic_wallet_001985""]",[2.33458559],[2.33389154],0.00069403,P2PKH,JP,64516,NORMAL
2025-01-31T14:18:41+00:00,192.0.2.43,192.0.2.7,62242,8333,synthetic_tx_00001571,"[""synthetic_wallet_001543""]","[""synthetic_wallet_002257""]",[0.05800433],[0.05771281],0.0002915,P2TR,FR,64514,NORMAL
2025-02-01T10:05:18+00:00,192.0.2.6,192.0.2.142,18436,8333,synthetic_tx_00001572,"[""synthetic_wallet_002256""]","[""synthetic_wallet_002392""]",[1.3022401],[1.30160355],0.00063653,P2TR,ZA,64517,NORMAL
2025-02-02T11:24:04+00:00,198.51.100.252,198.51.100.189,24704,80,synthetic_tx_00001573,"[""synthetic_wallet_002006""]","[""synthetic_wallet_000443"",""synthetic_wallet_001952"",""synthetic_wallet_001791"",""synthetic_wallet_001585""]",[0.3426397],"[0.08558995,0.08558995,0.08558995,0.08558998]",0.00027985,P2PKH,DE,64517,EXCHANGE_LIKE
2025-02-03T19:58:11+00:00,198.51.100.133,198.51.100.187,7308,18444,synthetic_tx_00001574,"[""synthetic_wallet_001137""]","[""synthetic_wallet_000441""]",[1.36129546],[1.36109558],0.00019986,P2TR,JP,64518,LAYERING_LIKE
2025-02-04T00:21:31+00:00,192.0.2.71,192.0.2.246,48181,8333,synthetic_tx_00001575,"[""synthetic_wallet_002321""]","[""synthetic_wallet_000246""]",[0.3230085],[0.32154299],0.00146549,P2TR,IN,64512,NORMAL
2025-01-01T20:46:31+00:00,192.0.2.153,192.0.2.224,24194,80,synthetic_tx_00001576,"[""synthetic_wallet_000903""]","[""synthetic_wallet_002474""]",[1.89173008],[1.89033756],0.0013925,P2PKH,NL,64514,NORMAL
2025-01-02T06:15:23+00:00,203.0.113.40,192.0.2.151,14337,8333,synthetic_tx_00001577,"[""synthetic_wallet_001298""]","[""synthetic_wallet_000901""]",[2.02399025],[2.0227508],0.00123943,P2PKH,DE,64519,NORMAL
2025-01-08T10:06:17+00:00,192.0.2.24,198.51.100.102,31138,8333,synthetic_tx_00001578,"[""synthetic_wallet_000024""]","[""synthetic_wallet_001106"",""synthetic_wallet_001993"",""synthetic_wallet_000512"",""synthetic_wallet_000393""]",[15.22461172],"[3.80606811,3.80606811,3.80606811,3.80606812]",0.00033925,P2SH_P2WPKH,ZA,64515,HIGH_NETWORK_DIVERSITY
2025-01-04T11:13:54+00:00,198.51.100.141,192.0.2.13,56702,8333,synthetic_tx_00001579,"[""synthetic_wallet_001145""]","[""synthetic_wallet_000013"",""synthetic_wallet_000979""]",[1.11622354],"[0.55746539,0.5574654]",0.00129273,P2SH_P2WPKH,IN,64516,MIXING_LIKE
2025-01-05T16:10:13+00:00,198.51.100.82,192.0.2.175,26220,443,synthetic_tx_00001580,"[""synthetic_wallet_000336""]","[""synthetic_wallet_001675""]",[1.13419251],[1.13308114],0.00111135,P2PKH,ZA,64517,NORMAL
2025-01-06T17:53:44+00:00,198.51.100.109,192.0.2.91,23456,8333,synthetic_tx_00001581,"[""synthetic_wallet_001113""]","[""synthetic_wallet_000841""]",[1.11979321],[1.11847922],0.00131397,P2TR,JP,64514,NORMAL
2025-01-07T22:05:02+00:00,192.0.2.89,198.51.100.59,6093,8333,synthetic_tx_00001582,"[""synthetic_wallet_001589""]","[""synthetic_wallet_001813""]",[0.55340047],[0.55317512],0.00022533,P2TR,IN,64520,NORMAL
2025-01-08T07:56:04+00:00,192.0.2.155,192.0.2.99,17327,8333,synthetic_tx_00001583,"[""synthetic_wallet_001655""]","[""synthetic_wallet_000849""]",[0.81981886],[0.81920524],0.0006136,P2SH_P2WPKH,BR,64516,NORMAL
2025-01-09T20:30:34+00:00,198.51.100.170,192.0.2.100,30662,8333,synthetic_tx_00001584,"[""synthetic_wallet_001924""]","[""synthetic_wallet_000100""]",[0.6479786],[0.64692918],0.0010494,P2PKH,SG,64515,NORMAL
2025-01-10T13:52:14+00:00,203.0.113.156,203.0.113.216,30208,80,synthetic_tx_00001585,"[""synthetic_wallet_001414""]","[""synthetic_wallet_001474""]",[0.1002106],[0.09955051],0.00066007,P2TR,AU,64515,NORMAL
2025-01-11T13:20:50+00:00,192.0.2.187,198.51.100.100,11385,8333,synthetic_tx_00001586,"[""synthetic_wallet_000937""]","[""synthetic_wallet_001104""]",[2.28341668],[2.28301947],0.00039719,P2SH_P2WPKH,US,64518,NORMAL
